title,categories,dollarPrice,rating,reviewCount,img,yelpPage,address,district,zipcode,phone
Tropical Sensation,Caribbean;Latin American;Cocktail Bars,$$,3.0,126.0,https://s3-media1.fl.yelpcdn.com/bphoto/8BJaDAWJ7a_7dJk-jflkRQ/ls.jpg,https://www.yelp.com/biz/tropical-sensation-new-york-2,953 Amsterdam Ave,Manhattan Valley,10026,(212) 222-0098
Corner Social,American (New);Bars,$$,3.0,893.0,https://s3-media4.fl.yelpcdn.com/bphoto/o54qlls6Dmy2YClIMrESSw/ls.jpg,https://www.yelp.com/biz/corner-social-new-york-2,321 Malcolm X Blvd,Harlem,10026,(212) 510-8552
Nabe Harlem,Japanese;Music Venues;Lounges,$$,3.0,138.0,https://s3-media3.fl.yelpcdn.com/bphoto/LFL19Q12WuEoTF0UhXT6Cg/ls.jpg,https://www.yelp.com/biz/nabe-harlem-new-york-4,2367 Frederick Douglas Blvd,Harlem,10026,(646) 370-4008
Caledonia UWS,Bars;American (Traditional),$$,4.0,47.0,https://s3-media4.fl.yelpcdn.com/bphoto/deDyFAKh4afGpzijmOm8Ig/ls.jpg,https://www.yelp.com/biz/caledonia-uws-new-york,424 Amsterdam Ave,Upper West Side,10026,(917) 388-2342
Earl’s Beer & Cheese,Bars;Comfort Food,$$,4.0,563.0,https://s3-media3.fl.yelpcdn.com/bphoto/famNEa6UXueVsF51-9nDRg/ls.jpg,https://www.yelp.com/biz/earls-beer-and-cheese-new-york,1259 Park Ave,East Harlem,10026,(212) 289-1581
Bungalow Lounge,American (New);Lounges,$$,2.0,2.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/bungalow-lounge-new-york,2367 Frederick Douglass Blvd,Harlem,10026,(212) 222-1922
Flor de Mayo,Chinese;Peruvian;Cocktail Bars,$$,4.0,506.0,https://s3-media4.fl.yelpcdn.com/bphoto/y6sXEOR3V65RrNaC-k86-g/ls.jpg,https://www.yelp.com/biz/flor-de-mayo-new-york-3,2651 Broadway,Manhattan Valley,10026,(212) 663-5520
Cantina Taqueria & Tequila Bar,Cocktail Bars;Mexican;Latin American,$$,3.0,176.0,https://s3-media4.fl.yelpcdn.com/bphoto/NcBbelrn2Jwh5f63RE7RjQ/ls.jpg,https://www.yelp.com/biz/cantina-taqueria-and-tequila-bar-new-york-2,329 Lenox,Harlem,10026,(212) 634-7665
L Encanto D Lola,Mexican;Bars,$$,3.0,247.0,https://s3-media1.fl.yelpcdn.com/bphoto/ECuIjVFBoNPT-3uZXSTJAQ/ls.jpg,https://www.yelp.com/biz/l-encanto-d-lola-new-york,57 Lenox Ave,Harlem,10026,(212) 222-6969
West End Hall,Beer Gardens;American (New),$$,3.0,210.0,https://s3-media4.fl.yelpcdn.com/bphoto/1HcrcnOy5vbqnlq34Ndz2w/ls.jpg,https://www.yelp.com/biz/west-end-hall-new-york,2756 Broadway,Manhattan Valley,10026,(212) 662-7200
Dive Bar,Dive Bars;American (Traditional);Sports Bars,$$,4.0,425.0,https://s3-media2.fl.yelpcdn.com/bphoto/ywkVvy5XqmuGOlortr7R9w/ls.jpg,https://www.yelp.com/biz/dive-bar-new-york-2,732 Amsterdam Ave,Upper West Side,10026,(212) 749-4358
Just Lorraine’s Place,Sports Bars,$,4.0,11.0,https://s3-media2.fl.yelpcdn.com/bphoto/QNtq5WcmfAjGMDzUfj9_Kg/ls.jpg,https://www.yelp.com/biz/just-lorraines-place-new-york,2247 Adam Clayton Powell Jr Blvd,Harlem,10026,(212) 234-0720
Charlie’s Bar & Kitchen,Bars;American (Traditional);Salad,$$,4.0,282.0,https://s3-media1.fl.yelpcdn.com/bphoto/ACm-dMU44kFM-8PvCiS8vw/ls.jpg,https://www.yelp.com/biz/charlies-bar-and-kitchen-bronx,112 Lincoln Ave,,10026,(718) 684-2338
Postcrypt Coffeehouse,Music Venues;Cafes,,5.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/postcrypt-coffeehouse-manhattan,1157 Amsterdam Ave,,10026,
Ambassades Buffet,Lounges;African,,2.0,9.0,https://s3-media3.fl.yelpcdn.com/bphoto/uV0UWTt7qVt0XyP1Bk1pYQ/ls.jpg,https://www.yelp.com/biz/ambassades-buffet-manhattan,341 Lenox Ave,Harlem,10026,(212) 222-0083
Gun Hill Tavern,American (Traditional);Bars,$$,4.0,60.0,https://s3-media1.fl.yelpcdn.com/bphoto/tsi0cBr7E2VsQN6-Cdrwrw/ls.jpg,https://www.yelp.com/biz/gun-hill-tavern-new-york,2515 3rd Ave,Mott Haven,10026,(718) 402-0808
The Milling Room,American (New);Wine Bars;Cocktail Bars,$$$,4.0,381.0,https://s3-media1.fl.yelpcdn.com/bphoto/ohlgJUW8fqo7qnTPZOkomQ/ls.jpg,https://www.yelp.com/biz/the-milling-room-new-york-2,446 Columbus Ave,Upper West Side,10026,(212) 595-0380
Made in PuertoRico Bar & Lounge,Latin American;Lounges,,1.0,7.0,https://s3-media4.fl.yelpcdn.com/bphoto/7I4-GSnErqsUP4_XSoaueg/ls.jpg,https://www.yelp.com/biz/made-in-puertorico-bar-and-lounge-bronx,26 Bruckner Blvd,,10026,(347) 271-4902
La Fonda Restaurant & Tapas Bar,Puerto Rican;Sports Bars,$$,3.0,162.0,https://s3-media2.fl.yelpcdn.com/bphoto/-e9K1eRfq5Ex8V3PPUL6zQ/ls.jpg,https://www.yelp.com/biz/la-fonda-restaurant-and-tapas-bar-new-york-3,169 E 106th St,East Harlem,10026,(212) 410-7292
New Amsterdam Musical Association,Music Venues,,3.0,2.0,https://s3-media3.fl.yelpcdn.com/bphoto/q23i1UEXtk3ziCp32VPGbQ/ls.jpg,https://www.yelp.com/biz/new-amsterdam-musical-association-new-york,107 W 130th St,Harlem,10026,(212) 234-2973
The Weir,Sports Bars;Pubs,$$,4.0,61.0,https://s3-media3.fl.yelpcdn.com/bphoto/sdJveYwLbfCG8bz3PM2KSA/ls.jpg,https://www.yelp.com/biz/the-weir-new-york,1672 3rd Ave,Yorkville,10026,(646) 895-9581
El Chicanto Sports Bar,Sports Bars,,1.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/el-chicanto-sports-bar-new-york,154 E 112th St,East Harlem,10026,(212) 348-9192
The Heights Bar & Grill,Bars;Burgers;American (Traditional),$$,3.0,319.0,https://s3-media4.fl.yelpcdn.com/bphoto/zdwjY-JbrRgZHy0RFjk38Q/ls.jpg,https://www.yelp.com/biz/the-heights-bar-and-grill-new-york-3,2867 Broadway,Morningside Heights,10026,(212) 866-7035
The Craftsman,Bars;Juice Bars & Smoothies;Sandwiches,$$,4.0,118.0,https://s3-media2.fl.yelpcdn.com/bphoto/-wIqEUWgJOJw5VOzw3Lbsg/ls.jpg,https://www.yelp.com/biz/the-craftsman-new-york-2,3155 Broadway,Harlem,10026,(212) 933-0602
Harlem Spirituals / New York Visions,Tours;Jazz & Blues,$$,4.0,5.0,https://s3-media2.fl.yelpcdn.com/bphoto/YpOqTfxQIMkiS9e5Ls7z9A/ls.jpg,https://www.yelp.com/biz/harlem-spirituals-new-york-visions-new-york-2,Serving New York and the Surrounding Area,,10026,(212) 391-0900
Amity Hall Uptown,American (Traditional);Burgers;Pubs,$$,3.0,149.0,https://s3-media3.fl.yelpcdn.com/bphoto/dhXSE9qGrtoovhUzZgyJZw/ls.jpg,https://www.yelp.com/biz/amity-hall-uptown-new-york,982 Amsterdam Ave,Manhattan Valley,10026,(646) 930-2501
The Rochard,Beer Bar;American (Traditional),$$,3.0,71.0,https://s3-media1.fl.yelpcdn.com/bphoto/xlNJncNtfpeuo-37OaNCzA/ls.jpg,https://www.yelp.com/biz/the-rochard-new-york,1504 Lexington Ave,East Harlem,10026,(212) 722-8959
Dempsey Theatre,Music Venues,,3.0,6.0,https://s3-media4.fl.yelpcdn.com/bphoto/mjjIO506My9r8DcxtPEk9g/ls.jpg,https://www.yelp.com/biz/dempsey-theatre-new-york,127 West 127th St,Harlem,10026,
Freestyle Repertory Theatre,Performing Arts;Comedy Clubs,,4.0,1.0,https://s3-media2.fl.yelpcdn.com/bphoto/EsJN_Djo2MLVISiCECeJaA/ls.jpg,https://www.yelp.com/biz/freestyle-repertory-theatre-new-york-3,120 W 86th St,Upper West Side,10026,(212) 362-4978
Maison Harlem,French;Bars;Seafood,$$,3.0,425.0,https://s3-media2.fl.yelpcdn.com/bphoto/D35hhVIX3eGTB4c8Pwwyig/ls.jpg,https://www.yelp.com/biz/maison-harlem-new-york,341 St Nicholas Ave,Harlem,10026,(212) 222-9224
Dinosaur Bar-B-Que,Barbeque;Music Venues,$$,4.0,2789.0,https://s3-media4.fl.yelpcdn.com/bphoto/w4NDBIZY_0l4YSptnFFNKg/ls.jpg,https://www.yelp.com/biz/dinosaur-bar-b-que-harlem,700 W 125th St,Harlem,10026,(212) 694-1777
Cleopatra’s Needle,Jazz & Blues;Mediterranean;Bars,$$,2.0,217.0,https://s3-media4.fl.yelpcdn.com/bphoto/zJK9FfBZ5B649ihEmPnIIw/ls.jpg,https://www.yelp.com/biz/cleopatras-needle-new-york,2485 Broadway,Upper West Side,10026,(212) 769-6969
Velli Promotions,Music Venues,,,,https://s3-media3.fl.yelpcdn.com/bphoto/XHfjDs3PEKteZhXWhzwo4g/ls.jpg,https://www.yelp.com/biz/velli-promotions-manhattan,Central Park,,10026,(305) 414-3611
The London Irish Pub,Irish Pub;American (Traditional);Chicken Wings,,4.0,15.0,https://s3-media2.fl.yelpcdn.com/bphoto/XLzW-vE-lY7fydTJeY6sWQ/ls.jpg,https://www.yelp.com/biz/the-london-irish-pub-new-york,355 E 116th St,East Harlem,10026,(212) 828-6723
DJ Bravo,Music Venues;DJs,,5.0,1.0,https://s3-media2.fl.yelpcdn.com/bphoto/uyWAMqua4JSmSj3WQ0NcPQ/ls.jpg,https://www.yelp.com/biz/dj-bravo-new-york-2,Serving New York and the Surrounding Area,,10026,(212) 920-4351
Merrion Square Pub,Pubs;Sports Bars;Burgers,$,3.0,206.0,https://s3-media3.fl.yelpcdn.com/bphoto/WRXTVK2Eb-pudwnsB-sybQ/ls.jpg,https://www.yelp.com/biz/merrion-square-pub-new-york,1840 2nd Ave,Yorkville,10026,(212) 831-7696
Mott Haven Bar and Grill,Bars;American (Traditional),$$,3.0,172.0,https://s3-media4.fl.yelpcdn.com/bphoto/r3GgmKlRW_DgjSl4oV1QaA/ls.jpg,https://www.yelp.com/biz/mott-haven-bar-and-grill-bronx,1 Bruckner Blvd,,10026,(718) 665-2001
Tios Bistro,Bars;Latin American,$$,3.0,167.0,https://s3-media2.fl.yelpcdn.com/bphoto/RDiT1yMAhTaY3uHOrJWwoQ/ls.jpg,https://www.yelp.com/biz/tios-bistro-new-york,421 Lenox Ave,Harlem,10026,(212) 939-9305
Amused,American (New);Sandwiches;Cocktail Bars,$$,4.0,31.0,https://s3-media2.fl.yelpcdn.com/bphoto/l8CwZ2TYHjK5vZlnu239Eg/ls.jpg,https://www.yelp.com/biz/amused-new-york,142 W 83rd St,Upper West Side,10026,(347) 298-8200
NY Fun Music Tour,Tours;Music Venues,,4.0,3.0,https://s3-media1.fl.yelpcdn.com/bphoto/2HnhlwdWlZQrIuGvrneyRg/ls.jpg,https://www.yelp.com/biz/ny-fun-music-tour-new-york,Serving New York and the Surrounding Area,,10026,(347) 581-8119
Amelie,French;Wine Bars,$$$,4.0,108.0,https://s3-media4.fl.yelpcdn.com/bphoto/IZdAgtlLiG6tOQExMkIsEA/ls.jpg,https://www.yelp.com/biz/amelie-new-york-2,566 Amsterdam Ave,Upper West Side,10026,(646) 422-7167
Sapoara Wood Roasting Grill & Bar,Beer Bar;American (Traditional),$$,4.0,40.0,https://s3-media3.fl.yelpcdn.com/bphoto/TkfRsVnE8Z7YENwnTHTg6Q/ls.jpg,https://www.yelp.com/biz/sapoara-wood-roasting-grill-and-bar-new-york-2,2262 1st Ave,East Harlem,10026,(212) 256-0199
Mitchell Endick Music,Jazz & Blues;Lounges,,,,https://s3-media4.fl.yelpcdn.com/bphoto/fA8PohXyDY2NqvjdmQ6oIw/ls.jpg,https://www.yelp.com/biz/mitchell-endick-music-new-york,65 W 87th St,Upper West Side,10026,(917) 545-4937
Metropolitan,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/metropolitan-new-york-2,2373 Broadway,Upper West Side,10026,(212) 496-1265
Lenox Saphire Harlem,Breakfast & Brunch;Bars;Senegalese,$$,2.0,249.0,https://s3-media2.fl.yelpcdn.com/bphoto/9QiT_UbX3ikAA3rWf0GdRA/ls.jpg,https://www.yelp.com/biz/lenox-saphire-harlem-new-york,127 Lenox Ave,Harlem,10026,(212) 866-9700
Vin Sur Vingt,Wine Bars;French;Coffee & Tea,$$,4.0,46.0,https://s3-media3.fl.yelpcdn.com/bphoto/tRCKAlx3o_md_-by2KIGkA/ls.jpg,https://www.yelp.com/biz/vin-sur-vingt-new-york-5,66 W 84th St,Upper West Side,10026,(646) 895-9944
3 Guys,Seafood;American (Traditional);Cocktail Bars,$$,3.0,87.0,https://s3-media2.fl.yelpcdn.com/bphoto/CJ4G_S1Mg9n-_sOWhFJnzg/ls.jpg,https://www.yelp.com/biz/3-guys-new-york-2,1381 Madison Ave,Upper East Side,10026,(646) 560-4432
Ellington in the Park,American (Traditional);Wine Bars;Beer Bar,$$,3.0,77.0,https://s3-media1.fl.yelpcdn.com/bphoto/4RrIRUgrG6NbcwMa-W66zQ/ls.jpg,https://www.yelp.com/biz/ellington-in-the-park-new-york-2,105th Inside Riverside Park,Manhattan Valley,10026,(917) 922-1156
Frank Mac’s Pub,Pubs,,4.0,11.0,https://s3-media4.fl.yelpcdn.com/bphoto/ij1lAHBNBpRvLK4a2kyA_w/ls.jpg,https://www.yelp.com/biz/frank-mac-s-pub-new-york,425 Amsterdam Ave,Upper West Side,10026,(646) 850-3888
George Keeley,Pubs;American (Traditional);Sports Bars,$$,4.0,320.0,https://s3-media3.fl.yelpcdn.com/bphoto/fXQODN_SHOW2j6eqLIsRtA/ls.jpg,https://www.yelp.com/biz/george-keeley-new-york,485 Amsterdam Ave,Upper West Side,10026,(212) 873-0251
Callie’s Taqueria & Tequila Bar,Tacos;Cocktail Bars,,3.0,43.0,https://s3-media2.fl.yelpcdn.com/bphoto/XEWRGFB51BQH_vroHIq7nw/ls.jpg,https://www.yelp.com/biz/callies-taqueria-and-tequila-bar-new-york,547 Lenox Ave,Harlem,10026,
Nobody told me,Cocktail Bars,,,,https://s3-media2.fl.yelpcdn.com/bphoto/YgblpPdiQsrS3R3l5YrHIA/ls.jpg,https://www.yelp.com/biz/nobody-told-me-new-york,951 Amsterdam Ave,Manhattan Valley,10026,(347) 762-0126
International House Pub,Pubs,$$,,,https://s3-media2.fl.yelpcdn.com/bphoto/8oTFidZct5niPcxZIQ3KCg/ls.jpg,https://www.yelp.com/biz/international-house-pub-manhattan,500 Riverside Dr,Harlem,10026,(212) 316-8400
Lt Joseph P Kennedy Community Center,Venues & Event Spaces;Country Dance Halls;Dance Clubs,,3.0,2.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/lt-joseph-p-kennedy-community-center-new-york,34 W 134th St,Harlem,10026,
Cafe Du Soleil,French;Bars;Caterers,$$,3.0,348.0,https://s3-media3.fl.yelpcdn.com/bphoto/l_9hw9bTxJGbbBfW0U3YQw/ls.jpg,https://www.yelp.com/biz/cafe-du-soleil-new-york,2723 Broadway,Manhattan Valley,10026,(212) 316-5000
Glacken’s Bar & Grill,Sports Bars,,4.0,7.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/glackens-bar-and-grill-bronx,135 E 149th St,Concourse Village,10026,(718) 585-7082
David Greer Recital Hall,Performing Arts;Music Venues,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/david-greer-recital-hall-new-york,323 E 108th St,Manhattan Valley,10026,(212) 663-6021
Morocco Film Production,Video/Film Production;Videographers;Music Venues,,,,https://s3-media4.fl.yelpcdn.com/bphoto/vGLdN6MU45Tn1VoNwTcnYQ/ls.jpg,https://www.yelp.com/biz/morocco-film-production-new-york,157 W 79th St,Upper West Side,10026,(646) 643-1420
Barawine,Wine Bars,$$,3.0,305.0,https://s3-media4.fl.yelpcdn.com/bphoto/mM0TLwOv_BbrBhfE82WGMg/ls.jpg,https://www.yelp.com/biz/barawine-new-york,200 Lenox Ave,Harlem,10026,(646) 756-4154
Bierstrasse NYC,Sports Bars;Beer Gardens,$$,3.0,162.0,https://s3-media4.fl.yelpcdn.com/bphoto/_MLBpyjLM-7XrVFXG7NkdA/ls.jpg,https://www.yelp.com/biz/bierstrasse-nyc-new-york-2,2346 12th Ave Corner,Harlem,10026,(929) 202-4202
Casablanca/ Casbah,Sports Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/casablanca-casbah-new-york-4,203 W 103rd St,Manhattan Valley,10026,(212) 222-3631
Cascabel Taqueria,Mexican;Bars,$$,3.0,372.0,https://s3-media1.fl.yelpcdn.com/bphoto/zyM_eXvmUVyQ6ec5MJUmzw/ls.jpg,https://www.yelp.com/biz/cascabel-taqueria-new-york-2,2799 Broadway 108th St,Manhattan Valley,10026,(212) 665-1500
Toast,Bars;American (New);Salad,$$,3.0,282.0,https://s3-media4.fl.yelpcdn.com/bphoto/vE7ALtohOFxcqRF3STcO2g/ls.jpg,https://www.yelp.com/biz/toast-new-york-6,3157 Broadway,Harlem,10026,(212) 662-1144
Olympia Recreation Centre,Pool Halls,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/olympia-recreation-centre-new-york,55 W 125th St,Harlem,10026,(212) 722-9522
Hudson Beach Cafe,Burgers;Pubs,$$$,2.0,16.0,https://s3-media2.fl.yelpcdn.com/bphoto/YV8_3Vtf0mbmokzeXEGBEA/ls.jpg,https://www.yelp.com/biz/hudson-beach-cafe-new-york,Riverside Dr & W 105th St,Manhattan Valley,10026,(917) 370-3448
Maison Pickle,Cocktail Bars;Comfort Food;Sandwiches,$$,4.0,646.0,https://s3-media1.fl.yelpcdn.com/bphoto/nr85glhZcnIQemYoZuj_ww/ls.jpg,https://www.yelp.com/biz/maison-pickle-new-york,2313 Broadway,Upper West Side,10026,(212) 496-9100
Jewel’s Lounge,Lounges,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/jewels-lounge-new-york,2254 5th Ave,East Harlem,10026,(212) 281-8543
Jakes Dilemma,American (Traditional);Sports Bars,$$,3.0,432.0,https://s3-media1.fl.yelpcdn.com/bphoto/spgJlS5-ylRgPSksflhKCQ/ls.jpg,https://www.yelp.com/biz/jakes-dilemma-new-york,430 Amsterdam Ave,Upper West Side,10026,(212) 580-0556
Mexican Festival,Mexican;Cocktail Bars,$$,3.0,220.0,https://s3-media3.fl.yelpcdn.com/bphoto/l9M7Ggx31vx2Mbb2KymjUQ/ls.jpg,https://www.yelp.com/biz/mexican-festival-restaurant-new-york-4,2672 Broadway,Manhattan Valley,10026,(646) 912-9334
Community Food & Juice,American (New);Breakfast & Brunch;Bars,$$,3.0,846.0,https://s3-media2.fl.yelpcdn.com/bphoto/N83EUhERVWBNUSCFyN3x5g/ls.jpg,https://www.yelp.com/biz/community-food-and-juice-new-york,2893 Broadway,Morningside Heights,10026,(212) 665-2800
Fumo Pizza-Bar-Pasta,Pizza;Italian;Bars,$$,4.0,293.0,https://s3-media1.fl.yelpcdn.com/bphoto/P0peGT6Zf43XUzj3lsrHtg/ls.jpg,https://www.yelp.com/biz/fumo-pizza-bar-pasta-new-york-3,1600 Amsterdam Ave,Harlem,10026,(646) 692-6675
Caramadas Restaurant & Lounge,Bars,,2.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/caramadas-restaurant-and-lounge-manhattan,Spanish Harlem,East Harlem,10026,
Tre Otto,Bars;Italian,$$,3.0,144.0,https://s3-media1.fl.yelpcdn.com/bphoto/kiIv_Or1fxA5myB9x7Mofw/ls.jpg,https://www.yelp.com/biz/tre-otto-new-york-2,1410 Madison Ave,East Harlem,10026,(212) 860-8880
Lenox Coffee,Coffee & Tea;Breakfast & Brunch;Wine Bars,$,4.0,280.0,https://s3-media1.fl.yelpcdn.com/bphoto/D3EcG2O6WELpmPkFaxL5-g/ls.jpg,https://www.yelp.com/biz/lenox-coffee-new-york-3,60 W 129th St,Harlem,10026,(646) 833-7839
Buceo 95,Tapas Bars;Spanish;Wine Bars,$$$,4.0,404.0,https://s3-media1.fl.yelpcdn.com/bphoto/SlU7lZHBfmr431YR3kbWlw/ls.jpg,https://www.yelp.com/biz/buceo-95-new-york,201 W 95th St,Upper West Side,10026,(212) 662-7010
Drager Marvin Pub Reltns,Pubs,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/drager-marvin-pub-reltns-new-york,40 W 86th St,Upper West Side,10026,(212) 679-1825
Amused Pop Ups,American (New);Cocktail Bars,,,,https://s3-media2.fl.yelpcdn.com/bphoto/VXwqZ3G-jUsQzJpr4oeorA/ls.jpg,https://www.yelp.com/biz/amused-pop-ups-new-york,142 West 83rd St,Upper West Side,10026,(212) 799-0080
Harlem’s Floridita,Cuban;Bars,$$,3.0,183.0,https://s3-media1.fl.yelpcdn.com/bphoto/SfmKHn9d2ch_q0vggowl-A/ls.jpg,https://www.yelp.com/biz/harlems-floridita-new-york,2276 12th Ave,Harlem,10026,(212) 662-0090
Earth Cafe,Cafes;Wine Bars;Mediterranean,$,3.0,167.0,https://s3-media4.fl.yelpcdn.com/bphoto/zMeWQI7CBKV8IEWqFiYl-g/ls.jpg,https://www.yelp.com/biz/earth-cafe-new-york,2578 Broadway,Manhattan Valley,10026,(646) 964-5167
El Chicanto,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/el-chicanto-new-york,154 East 112th St,East Harlem,10026,
The Gin Mill,American (Traditional);Sports Bars;Cocktail Bars,$$,3.0,365.0,https://s3-media2.fl.yelpcdn.com/bphoto/cXZjfH-87TpkD8YwOGHgLA/ls.jpg,https://www.yelp.com/biz/the-gin-mill-new-york,442 Amsterdam Ave,Upper West Side,10026,(212) 580-9080
Buffalo Wild Wings,Chicken Wings;Sports Bars;American (Traditional),$$,2.0,250.0,https://s3-media4.fl.yelpcdn.com/bphoto/7ri10YaXTiHkmliQRD3RVw/ls.jpg,https://www.yelp.com/biz/buffalo-wild-wings-new-york-2,2319 Frederick Douglass Blvd,Harlem,10026,(212) 665-9453
Eli’s Essentials and Wine Bar,Cafes;Wine Bars,$$,2.0,74.0,https://s3-media2.fl.yelpcdn.com/bphoto/4TLZhaBx894pX_BXdIO6Vw/ls.jpg,https://www.yelp.com/biz/elis-essentials-and-wine-bar-new-york,1270 Madison Ave,Upper East Side,10026,(646) 755-3999
El Porton Mexican Restaurant Bar,Mexican;Bars,$$,3.0,157.0,https://s3-media4.fl.yelpcdn.com/bphoto/MQuDLtSBtZgkKMaIMyNKlw/ls.jpg,https://www.yelp.com/biz/el-porton-mexican-restaurant-bar-new-york,3151 Broadway,Harlem,10026,(212) 665-7338
Lucciola,Wine Bars;Italian;Pasta Shops,$$,4.0,73.0,https://s3-media2.fl.yelpcdn.com/bphoto/xGaZcVY1vNJ8VURjt8XL-w/ls.jpg,https://www.yelp.com/biz/lucciola-new-york,621 Amsterdam Ave,Upper West Side,10026,(212) 874-7774
Yatenga French Bistro & Bar,French;Wine Bars;Beer Bar,$$,4.0,231.0,https://s3-media1.fl.yelpcdn.com/bphoto/y1k6Q8LVFHoanrtoUI11Sw/ls.jpg,https://www.yelp.com/biz/yatenga-french-bistro-and-bar-new-york,2269 Adam Clayton Powell Jr Blvd,Harlem,10026,(212) 690-0699
149th St & Exterior St Across From Gateway Center Next To Bridge,Music Venues,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/149th-st-and-exterior-st-across-from-gateway-center-next-to-bridge-bronx,50 East 150th St,,10026,(800) 745-3000
French Roast,French;Breakfast & Brunch;Bars,$$,3.0,511.0,https://s3-media3.fl.yelpcdn.com/bphoto/PB92so6YbOUvXMB7Z0M6Gg/ls.jpg,https://www.yelp.com/biz/french-roast-new-york-7,2340 Broadway,Upper West Side,10026,(212) 799-1533
Trattoria il Gusto,Wine Bars;Italian,$$,3.0,35.0,https://s3-media3.fl.yelpcdn.com/bphoto/pr6iR5w-Zaga0UKSOX2NaQ/ls.jpg,https://www.yelp.com/biz/trattoria-il-gusto-new-york-3,625 Columbus Ave,Upper West Side,10026,(212) 579-7970
Prime One 16,Steakhouses;American (New);Sports Bars,$$,3.0,141.0,https://s3-media1.fl.yelpcdn.com/bphoto/H5Ll44FdbwNcnof0aNhmpQ/ls.jpg,https://www.yelp.com/biz/prime-one-16-new-york-3,2257 1st Ave,East Harlem,10026,(646) 590-2187
OLMA Restaurant & Bar,Seafood;American (New);Cocktail Bars,$$$,4.0,105.0,https://s3-media1.fl.yelpcdn.com/bphoto/rNEw7T9DpbdSnMDQizN_Iw/ls.jpg,https://www.yelp.com/biz/olma-restaurant-and-bar-new-york-2,420 Amsterdam Ave,Upper West Side,10026,(347) 815-6895
Marisco Centro,Spanish;Bars;Seafood,$$,2.0,73.0,https://s3-media3.fl.yelpcdn.com/bphoto/5ZNu_4OW3od9j_ISUqaxzg/ls.jpg,https://www.yelp.com/biz/marisco-centro-bronx,610 Exterior St,Concourse Village,10026,(718) 665-8686
The Parlour,American (Traditional);Irish Pub,$$,3.0,140.0,https://s3-media4.fl.yelpcdn.com/bphoto/DsVrSLVBlocoBujznU11LQ/ls.jpg,https://www.yelp.com/biz/the-parlour-new-york,250 W 86th St,Upper West Side,10026,(212) 580-8923
Vino Levantino,Mediterranean;Wine Bars,$$,4.0,210.0,https://s3-media2.fl.yelpcdn.com/bphoto/PGTBnP0Tfj_T9K0i0fBIeQ/ls.jpg,https://www.yelp.com/biz/vino-levantino-new-york,210 W 94th St,Upper West Side,10026,(212) 280-3333
Good Times,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/good-times-new-york,214 E 106th St,East Harlem,10026,(212) 369-7727
Pizzeria Sirenetta,Pizza;Italian;Wine Bars,$$,4.0,243.0,https://s3-media3.fl.yelpcdn.com/bphoto/j9xtRzeDAUmAoUiXrzVRqA/ls.jpg,https://www.yelp.com/biz/pizzeria-sirenetta-new-york,568 Amsterdam Ave,Upper West Side,10026,(212) 799-7401
